last,best_bid,best_ask
127.0311,127.0311,127.0416
127.0311,127.0311,127.0416
127.0311,127.0311,127.0416
127.0311,127.0311,127.0416
127.0338,127.0338,127.0515
127.0338,127.0338,127.0515
127.0338,127.0338,127.0515
127.0338,127.0338,127.0515
127.0338,127.0338,127.0515
127.0338,127.0338,127.0515
127.0338,127.0338,127.0515
127.0338,127.0321,127.0515
127.0338,127.0321,127.0515
127.0338,127.0321,127.0515
127.0338,127.0321,127.0515
127.0338,127.0321,127.0515
127.0338,127.0321,127.0515
127.0338,127.0321,127.0515
127.0321,127.0321,127.0515
127.0321,127.0321,127.0515
127.0321,127.0321,127.0515
127.0321,127.0321,127.0515
127.0321,127.0321,127.0515
127.0321,127.0321,127.0515
127.0487,127.0156,127.0487
127.0487,127.0156,127.0487
127.0487,127.0156,127.0487
127.0487,127.0156,127.0487
126.9481,126.9144,126.9481
126.9481,126.9144,126.9481
126.9481,126.9144,126.9481
126.9481,126.9144,126.9481
126.9481,126.9144,126.9481
127.0475,126.96,127.0475
127.0475,126.96,127.0475
127.0475,126.96,127.0475
127.0475,126.96,127.0475
127.0475,126.96,127.0475
127.0475,126.96,127.0475
127.0475,126.96,127.0475
127.0475,126.96,127.0475
127.0475,126.96,127.0475
127.0634,126.9865,127.0659
127.0634,126.9865,127.0659
127.0634,126.9865,127.0659
127.0634,126.9865,127.0659
127.0634,126.9865,127.0659
127.0634,126.9865,127.0659
127.0634,126.9865,127.0659
127.0634,126.9865,127.0659
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0658,126.9998,127.0658
127.0376,127.0403,127.0659
127.0376,127.0403,127.0659
127.0376,127.0403,127.0659
127.0376,127.0403,127.0659
127.0376,127.0403,127.0659
127.0376,127.0403,127.0659
127.0376,127.0403,127.0659
127.0376,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0403,127.0403,127.0659
127.0569,127.0569,127.0739
127.0569,127.0569,127.0739
127.0569,127.0569,127.0739
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0569,127.0569,127.0712
127.0712,127.0569,127.0723
127.0712,127.0569,127.0723
127.0712,127.0569,127.0723
127.0712,127.0569,127.0723
127.0712,127.0569,127.0723
127.0712,127.0569,127.0723
127.0569,127.057,127.0886
127.0569,127.057,127.0886
127.0569,127.057,127.0886
127.0569,127.057,127.0886
127.0569,127.057,127.0886
127.0888,127.0888,127.0891
127.0888,127.0888,127.0891
127.0888,127.0888,127.0891
127.0888,127.0888,127.0891
127.0888,127.0888,127.0891
127.0888,127.0888,127.0891
127.0569,127.0569,127.057
127.0569,127.0569,127.057
127.0569,127.0569,127.057
127.0569,127.0569,127.057
127.0569,127.0569,127.057
127.057,127.0569,127.057
127.057,127.0569,127.057
127.057,127.0569,127.057
127.057,127.0569,127.057
127.057,127.0569,127.057
127.057,127.0569,127.057
127.057,127.0569,127.057
127.057,127.0569,127.057
127.057,127.057,127.0857
127.057,127.057,127.0857
127.057,127.057,127.0857
127.057,127.057,127.0857
127.057,127.057,127.0857
127.0569,127.051,127.0569
127.0569,127.051,127.0569
127.0569,127.051,127.0569
127.051,127.051,127.0827
127.051,127.051,127.0827
127.051,127.051,127.0827
127.051,127.051,127.0827
127.051,127.051,127.0827
127.051,127.051,127.0827
127.0349,127.0349,127.08
127.0349,127.0349,127.08
127.0349,127.0349,127.08
127.0349,127.0349,127.08
127.0349,127.0349,127.08
127.0349,127.0349,127.08
127.0349,127.0349,127.08
127.0349,127.0349,127.08
127.0349,127.0349,127.08
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
126.9865,127.0068,127.0576
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0124,127.0124,127.0574
127.0893,127.0893,127.0915
127.0893,127.0893,127.0915
127.0893,127.0893,127.0915
127.0893,127.0893,127.0915
127.0893,127.0893,127.0915
127.0208,127.0208,127.0892
127.0208,127.0208,127.0892
127.0208,127.0208,127.0892
127.0208,127.0208,127.0892
127.0208,127.0208,127.0891
127.0208,127.0208,127.0891
127.0208,127.0208,127.0891
127.0208,127.0208,127.0891
127.0208,127.0208,127.0891
127.0208,127.0208,127.0891
127.0208,127.0208,127.0891
127.0208,127.0208,127.0891
127.0208,127.0208,127.0891
127.0575,127.0314,127.0821
127.0575,127.0314,127.0821
127.0575,127.0314,127.0821
127.0575,127.0314,127.0821
127.0575,127.0314,127.0821
127.0575,127.0314,127.0821
127.0575,127.0315,127.0866
127.0575,127.0315,127.0866
127.0575,127.0315,127.0866
127.0575,127.0315,127.0866
127.0575,127.0315,127.0866
127.0575,127.0315,127.0866
127.0575,127.0315,127.0866
127.082,127.0866,127.0893
127.082,127.0866,127.0893
127.082,127.0866,127.0893
127.082,127.0866,127.0893
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0893,127.0717,127.0915
127.0999,127.1197,127.1237
127.0999,127.1197,127.1237
127.0999,127.1197,127.1237
127.0999,127.1197,127.1237
127.0999,127.1197,127.1237
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1197,127.1197,127.1412
127.1007,127.0729,127.0774
127.1007,127.0729,127.0774
127.1007,127.0729,127.0774
127.1007,127.0729,127.0774
127.1007,127.0729,127.0774
127.1007,127.0729,127.0774
127.1007,127.0729,127.0774
127.0774,127.05,127.0998
127.0774,127.05,127.0998
127.0774,127.05,127.0998
127.0997,127.0554,127.097
127.0997,127.0554,127.097
127.0997,127.0554,127.097
127.0997,127.0554,127.097
127.0555,127.0527,127.1008
127.0555,127.0527,127.1008
127.0555,127.0527,127.1008
127.0555,127.0527,127.1008
127.0555,127.0527,127.1008
127.0555,127.05,127.1008
127.0555,127.05,127.1008
127.0555,127.0501,127.1008
127.0555,127.0501,127.1008
127.0555,127.0501,127.1008
127.0555,127.0501,127.1008
127.0555,127.0501,127.1008
127.0555,127.0501,127.1008
127.0555,127.0501,127.1008
127.0555,127.0501,127.1008
127.0501,127.0529,127.1001
127.0501,127.0529,127.1001
127.0501,127.0529,127.1001
127.0501,127.0529,127.1001
127.0501,127.0529,127.1001
127.0501,127.0529,127.1001
127.0501,127.0529,127.1001
127.0501,127.0529,127.1001
127.0501,127.0529,127.1001
127.0501,127.0529,127.1001
127.1001,127.0529,127.1
127.1001,127.0529,127.1
127.1001,127.0529,127.1
127.1001,127.0529,127.1
127.1001,127.0529,127.1
127.1001,127.0529,127.1
127.1001,127.0529,127.1
127.1001,127.0529,127.1
127.1001,127.0529,127.1
127.0765,127.0517,127.0961
127.0765,127.0517,127.0961
127.0765,127.0517,127.0961
127.0765,127.0517,127.0961
127.0765,127.0517,127.0961
127.0765,127.0517,127.0935
127.0765,127.0517,127.0935
127.0765,127.0517,127.0935
127.0765,127.0517,127.0935
127.0765,127.0517,127.0935
127.0765,127.0517,127.0935
127.0765,127.0517,127.0935
127.0765,127.0517,127.0935
127.0057,126.9695,126.97
127.0057,126.9695,126.97
127.0057,126.9695,126.97
127.0057,126.9695,126.97
127.0057,126.9695,126.97
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0057,126.9827,127.0471
127.0406,126.9977,127.0367
127.0406,126.9977,127.0367
127.0406,126.9977,127.0367
127.0406,126.9977,127.0367
127.0406,126.9977,127.0367
127.0406,126.9977,127.0367
127.0406,126.9977,127.0367
127.0406,126.9977,127.0367
127.0406,126.9977,127.0367
127.0005,127.0005,127.0367
127.0005,127.0005,127.0367
127.0005,127.0005,127.0367
127.0005,127.0005,127.0367
127.0005,127.0005,127.0367
127.0005,127.0005,127.0367
127.0379,127.0033,127.0379
127.0379,127.0033,127.0379
127.0379,127.0033,127.0379
127.0379,127.0033,127.0379
127.0379,127.0033,127.0379
127.0008,127.0008,127.0033
127.0008,127.0008,127.0033
127.0008,127.0008,127.0033
127.0008,127.0008,127.0033
126.9972,126.9972,127.0379
126.9972,126.9972,127.0379
126.9972,126.9972,127.0379
126.9972,126.9972,127.0379
126.9972,126.9972,127.0379
126.9972,126.9972,127.0379
126.9972,126.9999,127.0045
126.9972,126.9999,127.0045
126.9972,126.9999,127.0045
126.9972,126.9999,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
127.0045,126.9928,127.0045
126.9384,126.9411,127.0174
126.9384,126.9411,127.0174
126.9384,126.9411,127.0174
126.9384,126.9411,127.0174
126.9384,126.9411,127.0174
126.9384,126.9411,127.0174
126.9412,126.9412,126.9793
126.9412,126.9412,126.9793
126.9412,126.9412,126.9793
126.9412,126.9412,126.9793
126.9412,126.9412,126.9793
126.9412,126.9412,126.9793
127,126.944,126.9878
127,126.944,126.9878
127,126.944,126.9878
127,126.944,126.9878
127,126.944,126.9878
126.9758,126.9441,126.9758
126.9758,126.9441,126.9758
126.9758,126.9441,126.9758
126.9758,126.9441,126.9758
126.9758,126.9441,126.9758
126.9441,126.9451,126.9759
126.9441,126.9451,126.9759
126.9441,126.9451,126.9759
126.9441,126.9451,126.9759
126.9441,126.9451,126.9759
126.9441,126.9451,126.9759
126.9441,126.9451,126.9759
126.9441,126.9451,126.9759
126.9441,126.9451,126.9759
126.9451,126.9452,126.9972
126.9451,126.9452,126.9972
126.9451,126.9452,126.9972
126.9451,126.9452,126.9972
126.9451,126.9452,126.9972
126.9451,126.9446,126.9945
126.9451,126.9446,126.9945
126.9451,126.9446,126.9945
126.9451,126.9446,126.9945
126.9451,126.9446,126.9945
126.9451,126.9446,126.9945
126.9451,126.9446,126.9945
126.9069,126.8901,126.9334
126.9069,126.8901,126.9334
126.9069,126.8901,126.9334
126.9069,126.8901,126.9334
126.9069,126.8901,126.9334
126.9069,126.8901,126.9334
126.9069,126.8901,126.9334
126.9069,126.8901,126.9334
126.9279,126.8929,126.9279
126.9279,126.8929,126.9279
126.9279,126.8929,126.9279
126.9279,126.8929,126.9279
126.9809,126.9306,126.9809
126.9809,126.9306,126.9809
126.9809,126.9306,126.9809
126.9809,126.9306,126.9809
126.9809,126.9306,126.9809
126.9306,126.8912,126.9782
126.9306,126.8912,126.9782
126.9306,126.8912,126.9782
126.9306,126.9091,126.9597
126.9306,126.9091,126.9597
126.9306,126.9091,126.9597
126.9306,126.9091,126.9597
126.9306,126.9091,126.9597
126.9306,126.9091,126.9597
126.9306,126.9091,126.9597
126.9306,126.9091,126.9597
126.9306,126.9091,126.9597
126.9306,126.9091,126.9597
126.8938,126.8901,126.9495
126.8938,126.8901,126.9495
126.8938,126.8901,126.9495
126.8938,126.8901,126.9495
126.8938,126.8901,126.9495
126.8938,126.8901,126.9495
126.8938,126.8901,126.9495
126.8901,126.895,126.9458
126.8901,126.895,126.9458
126.8901,126.895,126.9458
126.8901,126.895,126.9458
126.8901,126.895,126.9458
126.8901,126.895,126.9458
126.8901,126.895,126.9458
126.8901,126.895,126.9458
126.8901,126.895,126.9458
126.9456,126.895,126.9429
126.9456,126.895,126.9429
126.9456,126.895,126.9429
126.9456,126.895,126.9429
126.9456,126.895,126.9429
126.9456,126.895,126.9429
126.8973,126.895,126.8973
126.8973,126.895,126.8973
126.8973,126.895,126.8973
126.8973,126.895,126.8973
126.8973,126.895,126.8973
126.8973,126.895,126.8973
126.8973,126.895,126.8973
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8901,126.8901,126.8945
126.8175,126.7761,126.8174
126.8175,126.7761,126.8174
126.8175,126.7761,126.8174
126.8175,126.7761,126.8174
126.8175,126.7761,126.8174
126.8175,126.7761,126.8174
126.8175,126.7761,126.8174
126.8175,126.7761,126.8174
126.8175,126.7761,126.8174
126.7766,126.7717,126.7766
126.7766,126.7717,126.7766
126.7766,126.7717,126.7766
126.7766,126.7717,126.7766
126.7766,126.7717,126.7766
126.7766,126.7717,126.7766
126.7766,126.7717,126.7766
126.7766,126.7717,126.7766
126.7766,126.7717,126.7766
126.7766,126.7717,126.7766
126.7718,126.7718,126.815
126.7718,126.7718,126.815
126.7718,126.7718,126.815
126.7718,126.7718,126.815
126.7718,126.7718,126.815
126.7718,126.7718,126.815
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7717,126.7469,126.7682
126.7442,126.7442,126.7449
126.7442,126.7442,126.7449
126.7442,126.7442,126.7449
126.7442,126.7442,126.7449
126.7442,126.7442,126.7449
126.7499,126.745,126.75
126.7499,126.745,126.75
126.7499,126.745,126.75
126.7449,126.6604,126.7005
126.7449,126.6604,126.7005
126.7449,126.6604,126.7005
126.7449,126.6604,126.7005
126.7449,126.6604,126.7005
126.7449,126.6604,126.7005
126.7005,126.6606,126.75
126.7005,126.6606,126.75
126.7005,126.6606,126.75
126.7005,126.6606,126.75
126.7005,126.6606,126.75
126.7005,126.6606,126.75
126.7005,126.6606,126.75
126.7499,126.7133,126.75
126.7499,126.7133,126.75
126.7499,126.7133,126.75
126.7499,126.7133,126.75
126.7499,126.7133,126.75
126.7499,126.7133,126.75
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.7499,126.6608,126.7472
126.727,126.6636,126.7243
126.727,126.6636,126.7243
126.727,126.6636,126.7243
126.727,126.6636,126.7243
126.727,126.6636,126.7243
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7243,126.6664,126.7242
126.7379,126.6666,126.7471
126.7379,126.6666,126.7471
126.7379,126.6666,126.7471
126.7379,126.6666,126.7471
126.7379,126.6666,126.7471
126.7379,126.6666,126.7471
126.7379,126.6666,126.7471
126.7378,126.6693,126.7499
126.7378,126.6693,126.7499
126.7378,126.6693,126.7499
126.7378,126.6693,126.7499
126.7378,126.6693,126.7499
126.7378,126.6693,126.7499
126.739,126.6696,126.739
126.739,126.6696,126.739
126.739,126.6696,126.739
126.739,126.6696,126.739
126.739,126.6696,126.739
126.739,126.6696,126.739
126.739,126.6696,126.739
126.739,126.6696,126.739
126.7364,126.6697,126.7364
126.7364,126.6697,126.7364
126.7364,126.6697,126.7364
126.7364,126.6697,126.7364
126.7364,126.6697,126.7364
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.76,126.76,126.7658
126.7627,126.7627,126.7741
126.7627,126.7627,126.7741
126.7627,126.7627,126.7741
126.7627,126.7627,126.7741
126.7627,126.7627,126.7741
126.7627,126.7627,126.7741
126.76,126.7346,126.76
126.76,126.7346,126.76
126.76,126.7346,126.76
126.76,126.7346,126.76
126.76,126.7346,126.76
126.76,126.7346,126.76
126.76,126.7346,126.76
126.76,126.7346,126.76
126.76,126.7346,126.76
126.7281,126.7166,126.7281
126.7281,126.7166,126.7281
126.7281,126.7166,126.7281
126.7281,126.7166,126.7281
126.7281,126.7166,126.7281
126.7281,126.7166,126.7281
126.7281,126.7166,126.7281
126.7281,126.7166,126.7281
126.7308,126.685,126.7346
126.7308,126.685,126.7346
126.7308,126.685,126.7346
126.7308,126.685,126.7346
126.7308,126.685,126.7098
126.7308,126.685,126.7098
126.7308,126.685,126.7098
126.7308,126.685,126.7098
126.7308,126.685,126.7098
126.7308,126.685,126.7098
126.7346,126.685,126.7573
126.7346,126.685,126.7573
126.7346,126.685,126.7573
126.7346,126.685,126.7573
126.7346,126.685,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.76,126.6852,126.7573
126.757,126.6879,126.7545
126.757,126.6879,126.7545
126.757,126.6879,126.7545
126.757,126.6879,126.7545
126.757,126.6879,126.7545
126.757,126.6879,126.7545
126.757,126.6879,126.7545
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.6879,126.7001,126.7534
126.7029,126.7029,126.7598
126.7029,126.7029,126.7598
126.7029,126.7029,126.7598
126.7029,126.7029,126.7598
126.7029,126.7029,126.7598
126.7029,126.7029,126.7598
126.7597,126.703,126.7598
126.7597,126.703,126.7598
126.7597,126.703,126.7598
126.7597,126.703,126.7598
126.7597,126.703,126.7598
126.7597,126.703,126.7598
126.7031,126.7031,126.76
126.7031,126.7031,126.76
126.7031,126.7031,126.76
126.7031,126.7031,126.76
126.7031,126.7031,126.76
126.7032,126.7032,126.7599
126.7032,126.7032,126.7599
126.7032,126.7032,126.7599
126.7032,126.7032,126.7599
126.7032,126.7033,126.7572
126.7032,126.7033,126.7572
126.7032,126.7033,126.7572
126.7032,126.7033,126.7572
126.7032,126.7033,126.7572
126.7032,126.7033,126.7572
126.7032,126.7033,126.7572
126.7032,126.7033,126.7572
126.7034,126.7034,126.7571
126.7034,126.7034,126.7571
126.7034,126.7034,126.7571
126.7034,126.7034,126.7571
126.7034,126.7034,126.7571
126.7,126.6693,126.7544
126.7,126.6693,126.7544
126.7,126.6693,126.7544
126.7,126.6693,126.7544
126.7,126.6693,126.7544
126.7,126.6693,126.7544
126.7,126.6693,126.7544
126.7,126.6693,126.7544
126.7,126.6693,126.7544
126.7516,126.7,126.7489
126.7516,126.7,126.7489
126.7516,126.7,126.7489
126.7516,126.7,126.7489
126.7516,126.7,126.7489
126.7516,126.7,126.7489
126.7461,126.7027,126.7461
126.7461,126.7027,126.7461
126.7461,126.7027,126.7461
126.7461,126.7027,126.7461
126.7461,126.7027,126.7461
126.7461,126.7027,126.7461
126.7461,126.7027,126.7461
126.7461,126.7027,126.7461
126.7461,126.7027,126.7461
126.7001,126.7028,126.7433
126.7001,126.7028,126.7433
126.7001,126.7028,126.7433
126.7001,126.7028,126.7433
126.7001,126.746,126.7572
126.7001,126.746,126.7572
126.7001,126.746,126.7572
126.7001,126.746,126.7572
126.7001,126.746,126.7572
126.7055,126.703,126.7055
126.7055,126.703,126.7055
126.7055,126.703,126.7055
126.7055,126.703,126.7055
126.7055,126.703,126.7055
126.7055,126.703,126.7055
126.7055,126.703,126.7055
126.7029,126.7029,126.703
126.7029,126.7029,126.703
126.7029,126.7029,126.703
126.7029,126.7029,126.703
126.7029,126.7029,126.703
126.7288,126.7,126.7288
126.7288,126.7,126.7288
